wojewodztwo_nazwa;powiat_nazwa;gmina_nazwa;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;w3;grupa_wiekowa;w1_0_11;w1_12_19;w1_20_39;w1_40_59;w1_60_69;w1_70plus;wojewodztwo_nazwa;powiat_nazwa;gmina_nazwa;WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA;woj.;pow;nazwa;kod
lubelskie;œwidnicki;gm.m-w. Piaski;10467;3759;2312;22,1;:;0;85;713;1229;811;921;lubelskie;œwidnicki;gm.m-w. Piaski;6;17;3;3;Piaski;gmina miejsko-wiejska;43831;LUBELSKIE;œwidnicki;gm.m-w. Piaski;061703
lubelskie;œwidnicki;gm.w. Rybczewice;3347;1288;848;25,3;:;0;20;191;408;293;376;lubelskie;œwidnicki;gm.w. Rybczewice;6;17;4;2;Rybczewice;gmina wiejska;43831;LUBELSKIE;œwidnicki;gm.w. Rybczewice;061704
lubelskie;œwidnicki;gm.w. Trawniki;8833;2522;1632;18,5;:;0;33;382;796;612;699;lubelskie;œwidnicki;gm.w. Trawniki;6;17;5;2;Trawniki;gmina wiejska;43831;LUBELSKIE;œwidnicki;gm.w. Trawniki;061705
lubelskie;tomaszowski;m. Tomaszów Lubelski;18783;7907;5613;29,9;:;0;163;1353;2358;2084;1949;lubelskie;tomaszowski;m. Tomaszów Lubelski;6;18;1;1;Tomaszów Lubelski;gmina miejska;43831;LUBELSKIE;tomaszowski;m. Tomaszów Lubelski;061801
lubelskie;tomaszowski;gm.w. Be³¿ec;3300;979;535;16,2;:;0;21;163;317;246;232;lubelskie;tomaszowski;gm.w. Be³¿ec;6;18;2;2;Be³¿ec;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Be³¿ec;061802
lubelskie;tomaszowski;gm.w. Jarczów;3333;1141;785;23,6;:;0;10;136;360;278;357;lubelskie;tomaszowski;gm.w. Jarczów;6;18;3;2;Jarczów;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Jarczów;061803
lubelskie;tomaszowski;gm.w. Krynice;3204;856;503;15,7;:;0;15;132;231;175;303;lubelskie;tomaszowski;gm.w. Krynice;6;18;4;2;Krynice;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Krynice;061804
lubelskie;tomaszowski;gm.m-w. Lubycza Królewska;6102;1775;1008;16,5;:;0;29;267;530;517;432;lubelskie;tomaszowski;gm.m-w. Lubycza Królewska;6;18;5;3;Lubycza Królewska;gmina miejsko-wiejska;43831;LUBELSKIE;tomaszowski;gm.m-w. Lubycza Królewska;061805
lubelskie;tomaszowski;gm.m-w. £aszczów;5915;1897;1204;20,4;:;0;29;289;558;472;549;lubelskie;tomaszowski;gm.m-w. £aszczów;6;18;6;3;£aszczów;gmina miejsko-wiejska;43831;LUBELSKIE;tomaszowski;gm.m-w. £aszczów;061806
lubelskie;tomaszowski;gm.w. Rachanie;5000;1353;909;18,2;:;0;11;194;370;357;421;lubelskie;tomaszowski;gm.w. Rachanie;6;18;7;2;Rachanie;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Rachanie;061807
lubelskie;tomaszowski;gm.w. Susiec;7384;2118;1295;17,5;:;0;30;323;612;563;590;lubelskie;tomaszowski;gm.w. Susiec;6;18;8;2;Susiec;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Susiec;061808
lubelskie;tomaszowski;gm.w. Tarnawatka;3885;1084;655;16,9;:;0;22;176;335;282;269;lubelskie;tomaszowski;gm.w. Tarnawatka;6;18;9;2;Tarnawatka;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Tarnawatka;061809
lubelskie;tomaszowski;gm.w. Telatyn;3854;1119;770;20;:;0;13;163;304;277;362;lubelskie;tomaszowski;gm.w. Telatyn;6;18;10;2;Telatyn;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Telatyn;061810
lubelskie;tomaszowski;gm.w. Tomaszów Lubelski;11292;3298;2116;18,7;:;0;73;603;1206;743;673;lubelskie;tomaszowski;gm.w. Tomaszów Lubelski;6;18;11;2;Tomaszów Lubelski;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Tomaszów Lubelski;061811
lubelskie;tomaszowski;gm.m-w. Tyszowce;5437;1723;1168;21,5;:;0;34;270;485;450;484;lubelskie;tomaszowski;gm.m-w. Tyszowce;6;18;12;3;Tyszowce;gmina miejsko-wiejska;43831;LUBELSKIE;tomaszowski;gm.m-w. Tyszowce;061812
lubelskie;tomaszowski;gm.w. Ulhówek;4455;1249;744;16,7;:;0;17;184;353;321;374;lubelskie;tomaszowski;gm.w. Ulhówek;6;18;13;2;Ulhówek;gmina wiejska;43831;LUBELSKIE;tomaszowski;gm.w. Ulhówek;061813
lubelskie;w³odawski;m. W³odawa;12915;5636;3852;29,8;:;0;121;948;1805;1408;1354;lubelskie;w³odawski;m. W³odawa;6;19;1;1;W³odawa;gmina miejska;43831;LUBELSKIE;w³odawski;m. W³odawa;061901
lubelskie;w³odawski;gm.w. Hanna;2791;890;576;20,6;:;0;15;151;267;217;240;lubelskie;w³odawski;gm.w. Hanna;6;19;2;2;Hanna;gmina wiejska;43831;LUBELSKIE;w³odawski;gm.w. Hanna;061902
lubelskie;w³odawski;gm.w. Hañsk;3680;1304;842;22,9;:;0;35;230;453;301;285;lubelskie;w³odawski;gm.w. Hañsk;6;19;3;2;Hañsk;gmina wiejska;43831;LUBELSKIE;w³odawski;gm.w. Hañsk;061903
lubelskie;w³odawski;gm.w. Stary Brus;2070;841;478;23,1;:;0;16;151;279;201;194;lubelskie;w³odawski;gm.w. Stary Brus;6;19;4;2;Stary Brus;gmina wiejska;43831;LUBELSKIE;w³odawski;gm.w. Stary Brus;061904
lubelskie;w³odawski;gm.w. Urszulin;4164;1253;848;20,4;:;0;23;225;391;334;280;lubelskie;w³odawski;gm.w. Urszulin;6;19;5;2;Urszulin;gmina wiejska;43831;LUBELSKIE;w³odawski;gm.w. Urszulin;061905
lubelskie;w³odawski;gm.w. W³odawa;6023;2087;1343;22,3;:;0;43;393;744;482;425;lubelskie;w³odawski;gm.w. W³odawa;6;19;6;2;W³odawa;gmina wiejska;43831;LUBELSKIE;w³odawski;gm.w. W³odawa;061906
lubelskie;w³odawski;gm.w. Wola Uhruska;3817;1324;843;22,1;:;0;14;197;428;325;360;lubelskie;w³odawski;gm.w. Wola Uhruska;6;19;7;2;Wola Uhruska;gmina wiejska;43831;LUBELSKIE;w³odawski;gm.w. Wola Uhruska;061907
lubelskie;w³odawski;gm.w. Wyryki;2529;886;598;23,6;:;0;12;135;297;236;206;lubelskie;w³odawski;gm.w. Wyryki;6;19;8;2;Wyryki;gmina wiejska;43831;LUBELSKIE;w³odawski;gm.w. Wyryki;061908
lubelskie;zamojski;gm.w. Adamów;4597;1421;849;18,5;:;0;21;230;475;324;371;lubelskie;zamojski;gm.w. Adamów;6;20;1;2;Adamów;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Adamów;062001
lubelskie;zamojski;gm.w. Grabowiec;3835;1171;833;21,7;:;0;11;130;322;303;405;lubelskie;zamojski;gm.w. Grabowiec;6;20;2;2;Grabowiec;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Grabowiec;062002
lubelskie;zamojski;gm.w. Komarów-Osada;4880;1522;996;20,4;:;0;18;240;440;355;469;lubelskie;zamojski;gm.w. Komarów-Osada;6;20;3;2;Komarów-Osada;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Komarów-Osada;062003
lubelskie;zamojski;gm.m-w. Krasnobród;7022;2279;1335;19;:;0;42;400;738;538;561;lubelskie;zamojski;gm.m-w. Krasnobród;6;20;4;3;Krasnobród;gmina miejsko-wiejska;43831;LUBELSKIE;zamojski;gm.m-w. Krasnobród;062004
lubelskie;zamojski;gm.w. £abunie;6190;1753;1107;17,9;:;0;35;366;549;393;410;lubelskie;zamojski;gm.w. £abunie;6;20;5;2;£abunie;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. £abunie;062005
lubelskie;zamojski;gm.w. Mi¹czyn;5667;1534;934;16,5;:;0;15;267;483;356;413;lubelskie;zamojski;gm.w. Mi¹czyn;6;20;6;2;Mi¹czyn;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Mi¹czyn;062006
lubelskie;zamojski;gm.w. Nielisz;5387;1760;1152;21,4;:;0;17;247;524;428;544;lubelskie;zamojski;gm.w. Nielisz;6;20;7;2;Nielisz;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Nielisz;062007
lubelskie;zamojski;gm.w. Radecznica;5532;1589;1161;21;:;0;17;221;416;422;513;lubelskie;zamojski;gm.w. Radecznica;6;20;8;2;Radecznica;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Radecznica;062008
lubelskie;zamojski;gm.w. Sitno;6719;1884;1222;18,2;:;0;31;314;595;503;441;lubelskie;zamojski;gm.w. Sitno;6;20;9;2;Sitno;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Sitno;062009
lubelskie;zamojski;gm.w. Skierbieszów;5086;1486;905;17,8;:;0;23;217;428;332;486;lubelskie;zamojski;gm.w. Skierbieszów;6;20;10;2;Skierbieszów;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Skierbieszów;062010
lubelskie;zamojski;gm.w. Stary Zamoœæ;5144;1589;902;17,5;:;0;43;280;532;341;393;lubelskie;zamojski;gm.w. Stary Zamoœæ;6;20;11;2;Stary Zamoœæ;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Stary Zamoœæ;062011
lubelskie;zamojski;gm.w. Su³ów;4401;1267;865;19,7;:;0;12;166;364;342;383;lubelskie;zamojski;gm.w. Su³ów;6;20;12;2;Su³ów;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Su³ów;062012
lubelskie;zamojski;gm.m-w. Szczebrzeszyn;11083;3239;2075;18,7;:;0;37;538;947;852;865;lubelskie;zamojski;gm.m-w. Szczebrzeszyn;6;20;13;3;Szczebrzeszyn;gmina miejsko-wiejska;43831;LUBELSKIE;zamojski;gm.m-w. Szczebrzeszyn;062013
lubelskie;zamojski;gm.w. Zamoœæ;23212;7646;4983;21,5;:;0;142;1567;2802;1658;1477;lubelskie;zamojski;gm.w. Zamoœæ;6;20;14;2;Zamoœæ;gmina wiejska;43831;LUBELSKIE;zamojski;gm.w. Zamoœæ;062014
lubelskie;zamojski;gm.m-w. Zwierzyniec;6599;2037;1396;21,2;:;0;48;334;541;544;570;lubelskie;zamojski;gm.m-w. Zwierzyniec;6;20;15;3;Zwierzyniec;gmina miejsko-wiejska;43831;LUBELSKIE;zamojski;gm.m-w. Zwierzyniec;062015
lubelskie;Bia³a Podlaska;Bia³a Podlaska;56942;22053;14557;25,6;:;0;508;4468;6953;5584;4540;lubelskie;Bia³a Podlaska;Bia³a Podlaska;6;61;1;1;Bia³a Podlaska;gmina miejska;43831;LUBELSKIE;Bia³a Podlaska;Bia³a Podlaska;066101
lubelskie;Che³m;Che³m;61135;24514;15688;25,7;:;0;570;3959;7617;6386;5982;lubelskie;Che³m;Che³m;6;62;1;1;Che³m;gmina miejska;43831;LUBELSKIE;Che³m;Che³m;066201
lubelskie;Lublin;Lublin;338586;157148;112702;33,3;:;0;4677;34985;48563;31185;37738;lubelskie;Lublin;Lublin;6;63;1;1;Lublin;gmina miejska;43831;LUBELSKIE;Lublin;Lublin;066301
lubelskie;Zamoœæ;Zamoœæ;62785;24837;17714;28,2;:;0;504;4412;7443;6456;6022;lubelskie;Zamoœæ;Zamoœæ;6;64;1;1;Zamoœæ;gmina miejska;43831;LUBELSKIE;Zamoœæ;Zamoœæ;066401
lubuskie;gorzowski;m. Kostrzyn nad Odr¹;17704;7297;4211;23,8;:;0;180;1493;2476;1633;1515;lubuskie;gorzowski;m. Kostrzyn nad Odr¹;8;1;1;1;Kostrzyn nad Odr¹;gmina miejska;43831;LUBUSKIE;gorzowski;m. Kostrzyn nad Odr¹;080101
lubuskie;gorzowski;gm.w. Bogdaniec;7122;2694;1705;23,9;:;0;92;526;1004;561;511;lubuskie;gorzowski;gm.w. Bogdaniec;8;1;2;2;Bogdaniec;gmina wiejska;43831;LUBUSKIE;gorzowski;gm.w. Bogdaniec;080102
lubuskie;gorzowski;gm.w. Deszczno;10140;3947;2360;23,3;:;0;166;835;1552;774;620;lubuskie;gorzowski;gm.w. Deszczno;8;1;3;2;Deszczno;gmina wiejska;43831;LUBUSKIE;gorzowski;gm.w. Deszczno;080103
lubuskie;gorzowski;gm.w. K³odawa;8769;3724;2312;26,4;:;0;181;751;1496;818;478;lubuskie;gorzowski;gm.w. K³odawa;8;1;4;2;K³odawa;gmina wiejska;43831;LUBUSKIE;gorzowski;gm.w. K³odawa;080104
lubuskie;gorzowski;gm.w. Lubiszyn;6924;2411;1304;18,8;:;0;63;487;857;578;426;lubuskie;gorzowski;gm.w. Lubiszyn;8;1;5;2;Lubiszyn;gmina wiejska;43831;LUBUSKIE;gorzowski;gm.w. Lubiszyn;080105
lubuskie;gorzowski;gm.w. Santok;8854;3338;2009;22,7;:;0;110;678;1260;718;572;lubuskie;gorzowski;gm.w. Santok;8;1;6;2;Santok;gmina wiejska;43831;LUBUSKIE;gorzowski;gm.w. Santok;080106
lubuskie;gorzowski;gm.m-w. Witnica;12778;4218;2819;22,1;:;0;92;791;1483;1056;796;lubuskie;gorzowski;gm.m-w. Witnica;8;1;7;3;Witnica;gmina miejsko-wiejska;43831;LUBUSKIE;gorzowski;gm.m-w. Witnica;080107
lubuskie;kroœnieñski;m. Gubin;16528;6716;3970;24;:;0;162;1331;2081;1595;1547;lubuskie;kroœnieñski;m. Gubin;8;2;1;1;Gubin;gmina miejska;43831;LUBUSKIE;kroœnieñski;m. Gubin;080201
lubuskie;kroœnieñski;gm.w. Bobrowice;3161;1213;673;21,3;:;0;35;221;416;291;250;lubuskie;kroœnieñski;gm.w. Bobrowice;8;2;2;2;Bobrowice;gmina wiejska;43831;LUBUSKIE;kroœnieñski;gm.w. Bobrowice;080202
lubuskie;kroœnieñski;gm.w. Bytnica;2494;930;556;22,3;:;0;21;184;310;225;190;lubuskie;kroœnieñski;gm.w. Bytnica;8;2;3;2;Bytnica;gmina wiejska;43831;LUBUSKIE;kroœnieñski;gm.w. Bytnica;080203
lubuskie;kroœnieñski;gm.w. D¹bie;4923;1803;1101;22,4;:;0;33;363;641;464;302;lubuskie;kroœnieñski;gm.w. D¹bie;8;2;4;2;D¹bie;gmina wiejska;43831;LUBUSKIE;kroœnieñski;gm.w. D¹bie;080204
lubuskie;kroœnieñski;gm.w. Gubin;7116;2322;1218;17,1;:;0;69;493;801;531;428;lubuskie;kroœnieñski;gm.w. Gubin;8;2;5;2;Gubin;gmina wiejska;43831;LUBUSKIE;kroœnieñski;gm.w. Gubin;080205
lubuskie;kroœnieñski;gm.m-w. Krosno Odrzañskie;17589;7667;4728;26,9;:;0;176;1504;2465;1840;1682;lubuskie;kroœnieñski;gm.m-w. Krosno Odrzañskie;8;2;6;3;Krosno Odrzañskie;gmina miejsko-wiejska;43831;LUBUSKIE;kroœnieñski;gm.m-w. Krosno Odrzañskie;080206
lubuskie;kroœnieñski;gm.w. Maszewo;2787;959;529;19;:;0;28;177;315;243;196;lubuskie;kroœnieñski;gm.w. Maszewo;8;2;7;2;Maszewo;gmina wiejska;43831;LUBUSKIE;kroœnieñski;gm.w. Maszewo;080207
lubuskie;miêdzyrzecki;gm.w. Bledzew;4281;1822;1107;25,9;:;0;47;387;584;423;381;lubuskie;miêdzyrzecki;gm.w. Bledzew;8;3;1;2;Bledzew;gmina wiejska;43831;LUBUSKIE;miêdzyrzecki;gm.w. Bledzew;080301
lubuskie;miêdzyrzecki;gm.m-w. Miêdzyrzecz;24657;10992;6674;27,1;:;0;276;2345;3611;2460;2300;lubuskie;miêdzyrzecki;gm.m-w. Miêdzyrzecz;8;3;2;3;Miêdzyrzecz;gmina miejsko-wiejska;43831;LUBUSKIE;miêdzyrzecki;gm.m-w. Miêdzyrzecz;080302
lubuskie;miêdzyrzecki;gm.w. Przytoczna;5562;2265;1369;24,6;:;0;56;459;736;556;458;lubuskie;miêdzyrzecki;gm.w. Przytoczna;8;3;3;2;Przytoczna;gmina wiejska;43831;LUBUSKIE;miêdzyrzecki;gm.w. Przytoczna;080303
lubuskie;miêdzyrzecki;gm.w. Pszczew;4287;1673;979;22,8;:;0;46;359;522;391;355;lubuskie;miêdzyrzecki;gm.w. Pszczew;8;3;4;2;Pszczew;gmina wiejska;43831;LUBUSKIE;miêdzyrzecki;gm.w. Pszczew;080304
lubuskie;miêdzyrzecki;gm.m-w. Skwierzyna;11948;5169;3346;28;:;0;126;1016;1707;1249;1071;lubuskie;miêdzyrzecki;gm.m-w. Skwierzyna;8;3;5;3;Skwierzyna;gmina miejsko-wiejska;43831;LUBUSKIE;miêdzyrzecki;gm.m-w. Skwierzyna;080305
lubuskie;miêdzyrzecki;gm.m-w. Trzciel;6365;2437;1286;20,2;:;0;67;507;813;536;514;lubuskie;miêdzyrzecki;gm.m-w. Trzciel;8;3;6;3;Trzciel;gmina miejsko-wiejska;43831;LUBUSKIE;miêdzyrzecki;gm.m-w. Trzciel;080306
lubuskie;nowosolski;m. Nowa Sól;38191;16744;10886;28,5;:;0;403;3142;4890;4019;4290;lubuskie;nowosolski;m. Nowa Sól;8;4;1;1;Nowa Sól;gmina miejska;43831;LUBUSKIE;nowosolski;m. Nowa Sól;080401
lubuskie;nowosolski;gm.m-w. Bytom Odrzañski;5376;2103;1398;26;:;0;58;366;687;521;471;lubuskie;nowosolski;gm.m-w. Bytom Odrzañski;8;4;2;3;Bytom Odrzañski;gmina miejsko-wiejska;43831;LUBUSKIE;nowosolski;gm.m-w. Bytom Odrzañski;080402
lubuskie;nowosolski;gm.w. Kolsko;3307;1051;728;22;:;0;20;161;311;285;274;lubuskie;nowosolski;gm.w. Kolsko;8;4;3;2;Kolsko;gmina wiejska;43831;LUBUSKIE;nowosolski;gm.w. Kolsko;080403
lubuskie;nowosolski;gm.m-w. Ko¿uchów;15901;5944;3772;23,7;:;0;142;1121;1947;1351;1383;lubuskie;nowosolski;gm.m-w. Ko¿uchów;8;4;4;3;Ko¿uchów;gmina miejsko-wiejska;43831;LUBUSKIE;nowosolski;gm.m-w. Ko¿uchów;080404
lubuskie;nowosolski;gm.w. Nowa Sól;6992;2478;1481;21,2;:;0;78;515;887;541;457;lubuskie;nowosolski;gm.w. Nowa Sól;8;4;5;2;Nowa Sól;gmina wiejska;43831;LUBUSKIE;nowosolski;gm.w. Nowa Sól;080405
lubuskie;nowosolski;gm.m-w. Nowe Miasteczko;5333;1715;1150;21,6;:;0;17;310;527;452;409;lubuskie;nowosolski;gm.m-w. Nowe Miasteczko;8;4;6;3;Nowe Miasteczko;gmina miejsko-wiejska;43831;LUBUSKIE;nowosolski;gm.m-w. Nowe Miasteczko;080406
lubuskie;nowosolski;gm.m-w. Otyñ;7079;2650;1520;21,5;:;0;82;615;981;530;442;lubuskie;nowosolski;gm.m-w. Otyñ;8;4;7;3;Otyñ;gmina miejsko-wiejska;43831;LUBUSKIE;nowosolski;gm.m-w. Otyñ;080407
lubuskie;nowosolski;gm.w. Siedlisko;3554;1334;802;22,6;:;0;39;247;495;304;249;lubuskie;nowosolski;gm.w. Siedlisko;8;4;8;2;Siedlisko;gmina wiejska;43831;LUBUSKIE;nowosolski;gm.w. Siedlisko;080408
lubuskie;s³ubicki;gm.m-w. Cybinka;6474;2408;1287;19,9;:;0;80;489;854;546;439;lubuskie;s³ubicki;gm.m-w. Cybinka;8;5;1;3;Cybinka;gmina miejsko-wiejska;43831;LUBUSKIE;s³ubicki;gm.m-w. Cybinka;080501
lubuskie;s³ubicki;gm.w. Górzyca;4289;1485;866;20,2;:;0;28;285;541;350;281;lubuskie;s³ubicki;gm.w. Górzyca;8;5;2;2;Górzyca;gmina wiejska;43831;LUBUSKIE;s³ubicki;gm.w. Górzyca;080502
lubuskie;s³ubicki;gm.m-w. Oœno Lubuskie;6358;2061;1174;18,5;:;0;51;411;685;540;374;lubuskie;s³ubicki;gm.m-w. Oœno Lubuskie;8;5;3;3;Oœno Lubuskie;gmina miejsko-wiejska;43831;LUBUSKIE;s³ubicki;gm.m-w. Oœno Lubuskie;080503
lubuskie;s³ubicki;gm.m-w. Rzepin;9678;4102;2243;23,2;:;0;155;789;1513;868;777;lubuskie;s³ubicki;gm.m-w. Rzepin;8;5;4;3;Rzepin;gmina miejsko-wiejska;43831;LUBUSKIE;s³ubicki;gm.m-w. Rzepin;080504
lubuskie;s³ubicki;gm.m-w. S³ubice;20145;8398;4936;24,5;:;0;194;1824;2952;1838;1590;lubuskie;s³ubicki;gm.m-w. S³ubice;8;5;5;3;S³ubice;gmina miejsko-wiejska;43831;LUBUSKIE;s³ubicki;gm.m-w. S³ubice;080505
lubuskie;strzelecko-drezdenecki;gm.m-w. Dobiegniew;6462;2697;1872;29;:;0;69;478;874;651;625;lubuskie;strzelecko-drezdenecki;gm.m-w. Dobiegniew;8;6;1;3;Dobiegniew;gmina miejsko-wiejska;43831;LUBUSKIE;strzelecko-drezdenecki;gm.m-w. Dobiegniew;080601
lubuskie;strzelecko-drezdenecki;gm.m-w. Drezdenko;17009;6119;3631;21,3;:;0;147;1081;1946;1453;1492;lubuskie;strzelecko-drezdenecki;gm.m-w. Drezdenko;8;6;2;3;Drezdenko;gmina miejsko-wiejska;43831;LUBUSKIE;strzelecko-drezdenecki;gm.m-w. Drezdenko;080602
lubuskie;strzelecko-drezdenecki;gm.w. Stare Kurowo;4034;1553;824;20,4;:;0;51;334;455;388;325;lubuskie;strzelecko-drezdenecki;gm.w. Stare Kurowo;8;6;3;2;Stare Kurowo;gmina wiejska;43831;LUBUSKIE;strzelecko-drezdenecki;gm.w. Stare Kurowo;080603
lubuskie;strzelecko-drezdenecki;gm.m-w. Strzelce Krajeñski;16809;7608;4921;29,3;:;0;273;1458;2475;1804;1598;lubuskie;strzelecko-drezdenecki;gm.m-w. Strzelce Krajeñski;8;6;4;3;Strzelce Krajeñskie;gmina miejsko-wiejska;43831;LUBUSKIE;strzelecko-drezdenecki;gm.m-w. Strzelce Krajeñskie;080604
lubuskie;strzelecko-drezdenecki;gm.w. Zwierzyn;4307;1651;1039;24,1;:;0;50;311;600;370;320;lubuskie;strzelecko-drezdenecki;gm.w. Zwierzyn;8;6;5;2;Zwierzyn;gmina wiejska;43831;LUBUSKIE;strzelecko-drezdenecki;gm.w. Zwierzyn;080605
lubuskie;sulêciñski;gm.w. Krzeszyce;4711;1550;981;20,8;:;0;29;294;519;377;331;lubuskie;sulêciñski;gm.w. Krzeszyce;8;7;1;2;Krzeszyce;gmina wiejska;43831;LUBUSKIE;sulêciñski;gm.w. Krzeszyce;080701
lubuskie;sulêciñski;gm.m-w. Lubniewice;3148;1182;717;22,8;:;0;24;215;363;304;276;lubuskie;sulêciñski;gm.m-w. Lubniewice;8;7;2;3;Lubniewice;gmina miejsko-wiejska;43831;LUBUSKIE;sulêciñski;gm.m-w. Lubniewice;080702
lubuskie;sulêciñski;gm.w. S³oñsk;4774;1314;727;15,2;:;0;29;297;436;302;250;lubuskie;sulêciñski;gm.w. S³oñsk;8;7;3;2;S³oñsk;gmina wiejska;43831;LUBUSKIE;sulêciñski;gm.w. S³oñsk;080703
lubuskie;sulêciñski;gm.m-w. Sulêcin;15633;6934;4026;25,8;:;0;222;1516;2259;1533;1404;lubuskie;sulêciñski;gm.m-w. Sulêcin;8;7;4;3;Sulêcin;gmina miejsko-wiejska;43831;LUBUSKIE;sulêciñski;gm.m-w. Sulêcin;080704
lubuskie;sulêciñski;gm.m-w. Torzym;6734;2227;1174;17,4;:;0;60;459;759;505;444;lubuskie;sulêciñski;gm.m-w. Torzym;8;7;5;3;Torzym;gmina miejsko-wiejska;43831;LUBUSKIE;sulêciñski;gm.m-w. Torzym;080705
lubuskie;œwiebodziñski;gm.w. Lubrza;3602;1605;1113;30,9;:;0;41;356;584;355;269;lubuskie;œwiebodziñski;gm.w. Lubrza;8;8;1;2;Lubrza;gmina wiejska;43831;LUBUSKIE;œwiebodziñski;gm.w. Lubrza;080801
lubuskie;œwiebodziñski;gm.w. £agów;4907;1803;1151;23,5;:;0;32;321;563;455;432;lubuskie;œwiebodziñski;gm.w. £agów;8;8;2;2;£agów;gmina wiejska;43831;LUBUSKIE;œwiebodziñski;gm.w. £agów;080802
lubuskie;œwiebodziñski;gm.w. Sk¹pe;5056;2187;1426;28,2;:;0;62;467;742;506;410;lubuskie;œwiebodziñski;gm.w. Sk¹pe;8;8;3;2;Sk¹pe;gmina wiejska;43831;LUBUSKIE;œwiebodziñski;gm.w. Sk¹pe;080803
lubuskie;œwiebodziñski;gm.w. Szczaniec;3845;1352;827;21,5;:;0;47;278;481;294;252;lubuskie;œwiebodziñski;gm.w. Szczaniec;8;8;4;2;Szczaniec;gmina wiejska;43831;LUBUSKIE;œwiebodziñski;gm.w. Szczaniec;080804
lubuskie;œwiebodziñski;gm.m-w. Œwiebodzin;29837;13336;8689;29,1;:;0;428;2826;4381;2930;2771;lubuskie;œwiebodziñski;gm.m-w. Œwiebodzin;8;8;5;3;Œwiebodzin;gmina miejsko-wiejska;43831;LUBUSKIE;œwiebodziñski;gm.m-w. Œwiebodzin;080805
lubuskie;œwiebodziñski;gm.m-w. Zb¹szynek;8273;3330;2225;26,9;:;1;85;621;1090;841;692;lubuskie;œwiebodziñski;gm.m-w. Zb¹szynek;8;8;6;3;Zb¹szynek;gmina miejsko-wiejska;43831;LUBUSKIE;œwiebodziñski;gm.m-w. Zb¹szynek;080806
lubuskie;zielonogórski;gm.m-w. Babimost;6177;2540;1763;28,5;:;0;52;473;831;607;577;lubuskie;zielonogórski;gm.m-w. Babimost;8;9;1;3;Babimost;gmina miejsko-wiejska;43831;LUBUSKIE;zielonogórski;gm.m-w. Babimost;080901
lubuskie;zielonogórski;gm.w. Bojad³a;3282;1247;868;26,4;:;0;22;211;418;311;285;lubuskie;zielonogórski;gm.w. Bojad³a;8;9;2;2;Bojad³a;gmina wiejska;43831;LUBUSKIE;zielonogórski;gm.w. Bojad³a;080902
lubuskie;zielonogórski;gm.m-w. Czerwieñsk;10041;4302;2335;23,3;:;0;167;913;1492;970;760;lubuskie;zielonogórski;gm.m-w. Czerwieñsk;8;9;3;3;Czerwieñsk;gmina miejsko-wiejska;43831;LUBUSKIE;zielonogórski;gm.m-w. Czerwieñsk;080903
lubuskie;zielonogórski;gm.m-w. Kargowa;5815;2288;1430;24,6;:;0;49;460;762;507;510;lubuskie;zielonogórski;gm.m-w. Kargowa;8;9;4;3;Kargowa;gmina miejsko-wiejska;43831;LUBUSKIE;zielonogórski;gm.m-w. Kargowa;080904
lubuskie;zielonogórski;gm.m-w. Nowogród Bobrzañsk;9381;3967;2274;24,2;:;0;141;826;1370;878;752;lubuskie;zielonogórski;gm.m-w. Nowogród Bobrzañsk;8;9;5;3;Nowogród Bobrzañski;gmina miejsko-wiejska;43831;LUBUSKIE;zielonogórski;gm.m-w. Nowogród Bobrzañski;080905
lubuskie;zielonogórski;gm.m-w. Sulechów;26540;11763;7916;29,8;:;0;338;2461;3778;2772;2414;lubuskie;zielonogórski;gm.m-w. Sulechów;8;9;6;3;Sulechów;gmina miejsko-wiejska;43831;LUBUSKIE;zielonogórski;gm.m-w. Sulechów;080906
lubuskie;zielonogórski;gm.w. Œwidnica;6685;3015;1800;26,9;:;0;101;635;1126;653;500;lubuskie;zielonogórski;gm.w. Œwidnica;8;9;7;2;Œwidnica;gmina wiejska;43831;LUBUSKIE;zielonogórski;gm.w. Œwidnica;080907
