wojewodztwo_nazwa;powiat_nazwa;gmina_nazwa;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;w3;grupa_wiekowa;w1_0_11;w1_12_19;w1_20_39;w1_40_59;w1_60_69;w1_70plus;wojewodztwo_nazwa;powiat_nazwa;gmina_nazwa;WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA;woj.;pow;nazwa;kod
wielkopolskie;ostrowski;gm.m-w. Nowe Skalmierzyce;15625;5523;2972;19;:;0;125;1258;1934;1175;1031;wielkopolskie;ostrowski;gm.m-w. Nowe Skalmierzyce;30;17;2;3;Nowe Skalmierzyce;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;ostrowski;gm.m-w. Nowe Skalmierzyce;301702
wielkopolskie;ostrowski;gm.m-w. Odolanów;14674;4559;2745;18,7;:;0;95;866;1592;1044;962;wielkopolskie;ostrowski;gm.m-w. Odolanów;30;17;3;3;Odolanów;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;ostrowski;gm.m-w. Odolanów;301703
wielkopolskie;ostrowski;gm.w. Ostrów Wielkopolski;19162;6542;3897;20,3;:;0;132;1285;2426;1376;1323;wielkopolskie;ostrowski;gm.w. Ostrów Wielkopolski;30;17;4;2;Ostrów Wielkopolski;gmina wiejska;43831;WIELKOPOLSKIE;ostrowski;gm.w. Ostrów Wielkopolski;301704
wielkopolskie;ostrowski;gm.w. Przygodzice;12232;4450;2518;20,6;:;0;110;839;1627;937;937;wielkopolskie;ostrowski;gm.w. Przygodzice;30;17;5;2;Przygodzice;gmina wiejska;43831;WIELKOPOLSKIE;ostrowski;gm.w. Przygodzice;301705
wielkopolskie;ostrowski;gm.m-w. Raszków;11881;3721;2033;17,1;:;0;68;744;1354;801;754;wielkopolskie;ostrowski;gm.m-w. Raszków;30;17;6;3;Raszków;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;ostrowski;gm.m-w. Raszków;301706
wielkopolskie;ostrowski;gm.w. Sieroszewice;9660;2819;1738;18;:;0;45;526;988;695;565;wielkopolskie;ostrowski;gm.w. Sieroszewice;30;17;7;2;Sieroszewice;gmina wiejska;43831;WIELKOPOLSKIE;ostrowski;gm.w. Sieroszewice;301707
wielkopolskie;ostrowski;gm.w. Soœnie;6563;1878;1189;18,1;:;0;19;393;648;387;431;wielkopolskie;ostrowski;gm.w. Soœnie;30;17;8;2;Soœnie;gmina wiejska;43831;WIELKOPOLSKIE;ostrowski;gm.w. Soœnie;301708
wielkopolskie;ostrzeszowski;gm.w. Czajków;2505;763;341;13,6;:;0;15;111;253;176;208;wielkopolskie;ostrzeszowski;gm.w. Czajków;30;18;1;2;Czajków;gmina wiejska;43831;WIELKOPOLSKIE;ostrzeszowski;gm.w. Czajków;301801
wielkopolskie;ostrzeszowski;gm.w. Doruchów;5373;1556;928;17,3;:;0;32;294;493;361;376;wielkopolskie;ostrzeszowski;gm.w. Doruchów;30;18;2;2;Doruchów;gmina wiejska;43831;WIELKOPOLSKIE;ostrzeszowski;gm.w. Doruchów;301802
wielkopolskie;ostrzeszowski;gm.m-w. Grabów nad Prosn¹;7777;2492;1469;18,9;:;0;54;451;822;565;600;wielkopolskie;ostrzeszowski;gm.m-w. Grabów nad Prosn¹;30;18;3;3;Grabów nad Prosn¹;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;ostrzeszowski;gm.m-w. Grabów nad Prosn¹;301803
wielkopolskie;ostrzeszowski;gm.w. Kobyla Góra;6135;2082;1283;20,9;:;0;43;405;698;523;413;wielkopolskie;ostrzeszowski;gm.w. Kobyla Góra;30;18;4;2;Kobyla Góra;gmina wiejska;43831;WIELKOPOLSKIE;ostrzeszowski;gm.w. Kobyla Góra;301804
wielkopolskie;ostrzeszowski;gm.w. Kraszewice;3640;1139;656;18;:;0;16;224;363;255;281;wielkopolskie;ostrzeszowski;gm.w. Kraszewice;30;18;5;2;Kraszewice;gmina wiejska;43831;WIELKOPOLSKIE;ostrzeszowski;gm.w. Kraszewice;301805
wielkopolskie;ostrzeszowski;gm.m-w. Mikstat;5990;1772;1231;20,6;:;0;19;346;595;400;412;wielkopolskie;ostrzeszowski;gm.m-w. Mikstat;30;18;6;3;Mikstat;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;ostrzeszowski;gm.m-w. Mikstat;301806
wielkopolskie;ostrzeszowski;gm.m-w. Ostrzeszów;23845;8522;5471;22,9;:;0;165;1560;2791;1891;2115;wielkopolskie;ostrzeszowski;gm.m-w. Ostrzeszów;30;18;7;3;Ostrzeszów;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;ostrzeszowski;gm.m-w. Ostrzeszów;301807
wielkopolskie;pilski;m. Pi³a;72527;31610;17989;24,8;:;0;955;5804;10246;7299;7306;wielkopolskie;pilski;m. Pi³a;30;19;1;1;Pi³a;gmina miejska;43831;WIELKOPOLSKIE;pilski;m. Pi³a;301901
wielkopolskie;pilski;gm.w. Bia³oœliwie;4809;1567;952;19,8;:;0;45;268;496;408;350;wielkopolskie;pilski;gm.w. Bia³oœliwie;30;19;2;2;Bia³oœliwie;gmina wiejska;43831;WIELKOPOLSKIE;pilski;gm.w. Bia³oœliwie;301902
wielkopolskie;pilski;gm.w. Kaczory;7883;2850;1538;19,5;:;0;74;594;1013;618;551;wielkopolskie;pilski;gm.w. Kaczory;30;19;3;2;Kaczory;gmina wiejska;43831;WIELKOPOLSKIE;pilski;gm.w. Kaczory;301903
wielkopolskie;pilski;gm.m-w. £ob¿enica;9468;3075;2063;21,8;:;0;23;515;1065;795;677;wielkopolskie;pilski;gm.m-w. £ob¿enica;30;19;4;3;£ob¿enica;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;pilski;gm.m-w. £ob¿enica;301904
wielkopolskie;pilski;gm.w. Miasteczko Krajeñski;3147;902;560;17,8;:;0;11;141;297;232;221;wielkopolskie;pilski;gm.w. Miasteczko Krajeñski;30;19;5;2;Miasteczko Krajeñskie;gmina wiejska;43831;WIELKOPOLSKIE;pilski;gm.w. Miasteczko Krajeñskie;301905
wielkopolskie;pilski;gm.w. Szyd³owo;9341;3279;1580;16,9;:;0;130;689;1315;725;420;wielkopolskie;pilski;gm.w. Szyd³owo;30;19;6;2;Szyd³owo;gmina wiejska;43831;WIELKOPOLSKIE;pilski;gm.w. Szyd³owo;301906
wielkopolskie;pilski;gm.m-w. Ujœcie;7946;3226;1510;19;:;0;91;636;1071;744;684;wielkopolskie;pilski;gm.m-w. Ujœcie;30;19;7;3;Ujœcie;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;pilski;gm.m-w. Ujœcie;301907
wielkopolskie;pilski;gm.m-w. Wyrzysk;13835;4673;2773;20;:;0;86;841;1508;1217;1021;wielkopolskie;pilski;gm.m-w. Wyrzysk;30;19;8;3;Wyrzysk;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;pilski;gm.m-w. Wyrzysk;301908
wielkopolskie;pilski;gm.m-w. Wysoka;6521;1910;1140;17,5;:;0;42;358;507;576;427;wielkopolskie;pilski;gm.m-w. Wysoka;30;19;9;3;Wysoka;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;pilski;gm.m-w. Wysoka;301909
wielkopolskie;pleszewski;gm.m-w. Chocz;4741;1533;911;19,2;:;0;27;268;506;352;380;wielkopolskie;pleszewski;gm.m-w. Chocz;30;20;1;3;Chocz;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;pleszewski;gm.m-w. Chocz;302001
wielkopolskie;pleszewski;gm.w. Czermin;4935;1567;878;17,8;:;0;18;303;505;383;358;wielkopolskie;pleszewski;gm.w. Czermin;30;20;2;2;Czermin;gmina wiejska;43831;WIELKOPOLSKIE;pleszewski;gm.w. Czermin;302002
wielkopolskie;pleszewski;gm.m-w. Dobrzyca;8093;2953;1678;20,7;:;0;64;552;995;683;659;wielkopolskie;pleszewski;gm.m-w. Dobrzyca;30;20;3;3;Dobrzyca;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;pleszewski;gm.m-w. Dobrzyca;302003
wielkopolskie;pleszewski;gm.w. Giza³ki;4591;1290;765;16,7;:;0;17;241;423;337;272;wielkopolskie;pleszewski;gm.w. Giza³ki;30;20;4;2;Giza³ki;gmina wiejska;43831;WIELKOPOLSKIE;pleszewski;gm.w. Giza³ki;302004
wielkopolskie;pleszewski;gm.w. Go³uchów;10807;3939;2278;21,1;:;0;78;813;1415;806;827;wielkopolskie;pleszewski;gm.w. Go³uchów;30;20;5;2;Go³uchów;gmina wiejska;43831;WIELKOPOLSKIE;pleszewski;gm.w. Go³uchów;302005
wielkopolskie;pleszewski;gm.m-w. Pleszew;29596;12593;7504;25,4;:;0;340;2433;4231;2748;2841;wielkopolskie;pleszewski;gm.m-w. Pleszew;30;20;6;3;Pleszew;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;pleszewski;gm.m-w. Pleszew;302006
wielkopolskie;poznañski;m. Luboñ;32015;16383;9655;30,2;:;0;735;3934;6218;2630;2866;wielkopolskie;poznañski;m. Luboñ;30;21;1;1;Luboñ;gmina miejska;43831;WIELKOPOLSKIE;poznañski;m. Luboñ;302101
wielkopolskie;poznañski;m. Puszczykowo;9575;5234;3508;36,6;:;0;195;1061;1759;1094;1125;wielkopolskie;poznañski;m. Puszczykowo;30;21;2;1;Puszczykowo;gmina miejska;43831;WIELKOPOLSKIE;poznañski;m. Puszczykowo;302102
wielkopolskie;poznañski;gm.m-w. Buk;12673;5856;3524;27,8;:;0;166;1409;2110;1095;1076;wielkopolskie;poznañski;gm.m-w. Buk;30;21;3;3;Buk;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;poznañski;gm.m-w. Buk;302103
wielkopolskie;poznañski;gm.w. Czerwonak;27780;13465;8118;29,2;:;0;510;2977;5113;2925;1940;wielkopolskie;poznañski;gm.w. Czerwonak;30;21;4;2;Czerwonak;gmina wiejska;43831;WIELKOPOLSKIE;poznañski;gm.w. Czerwonak;302104
wielkopolskie;poznañski;gm.w. Dopiewo;29328;14699;8703;29,7;:;0;746;4376;6035;2022;1520;wielkopolskie;poznañski;gm.w. Dopiewo;30;21;5;2;Dopiewo;gmina wiejska;43831;WIELKOPOLSKIE;poznañski;gm.w. Dopiewo;302105
wielkopolskie;poznañski;gm.w. Kleszczewo;9343;4393;2428;26;:;0;226;1307;1822;572;466;wielkopolskie;poznañski;gm.w. Kleszczewo;30;21;6;2;Kleszczewo;gmina wiejska;43831;WIELKOPOLSKIE;poznañski;gm.w. Kleszczewo;302106
wielkopolskie;poznañski;gm.w. Komorniki;31474;15257;8612;27,4;:;0;759;4785;6350;1799;1564;wielkopolskie;poznañski;gm.w. Komorniki;30;21;7;2;Komorniki;gmina wiejska;43831;WIELKOPOLSKIE;poznañski;gm.w. Komorniki;302107
wielkopolskie;poznañski;gm.m-w. Kostrzyn;18764;8210;4203;22,4;:;0;283;1964;3004;1643;1316;wielkopolskie;poznañski;gm.m-w. Kostrzyn;30;21;8;3;Kostrzyn;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;poznañski;gm.m-w. Kostrzyn;302108
wielkopolskie;poznañski;gm.m-w. Kórnik;30909;14409;8314;26,9;:;0;624;4135;5751;2056;1843;wielkopolskie;poznañski;gm.m-w. Kórnik;30;21;9;3;Kórnik;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;poznañski;gm.m-w. Kórnik;302109
wielkopolskie;poznañski;gm.m-w. Mosina;33767;15878;9291;27,5;:;0;612;3938;5784;2871;2673;wielkopolskie;poznañski;gm.m-w. Mosina;30;21;10;3;Mosina;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;poznañski;gm.m-w. Mosina;302110
wielkopolskie;poznañski;gm.m-w. Murowana Goœlina;16942;7616;4380;25,9;:;0;261;1781;2755;1747;1072;wielkopolskie;poznañski;gm.m-w. Murowana Goœlina;30;21;11;3;Murowana Goœlina;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;poznañski;gm.m-w. Murowana Goœlina;302111
wielkopolskie;poznañski;gm.m-w. Pobiedziska;19943;9104;5404;27,1;:;0;379;2151;3390;1731;1453;wielkopolskie;poznañski;gm.m-w. Pobiedziska;30;21;12;3;Pobiedziska;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;poznañski;gm.m-w. Pobiedziska;302112
wielkopolskie;poznañski;gm.w. Rokietnica;19326;9592;5359;27,7;:;0;468;2888;3796;1355;1085;wielkopolskie;poznañski;gm.w. Rokietnica;30;21;13;2;Rokietnica;gmina wiejska;43831;WIELKOPOLSKIE;poznañski;gm.w. Rokietnica;302113
wielkopolskie;poznañski;gm.m-w. Stêszew;15125;7269;4006;26,5;:;0;198;1762;2571;1509;1229;wielkopolskie;poznañski;gm.m-w. Stêszew;30;21;14;3;Stêszew;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;poznañski;gm.m-w. Stêszew;302114
wielkopolskie;poznañski;gm.w. Suchy Las;18512;9913;6414;34,6;:;0;527;2402;3901;1633;1450;wielkopolskie;poznañski;gm.w. Suchy Las;30;21;15;2;Suchy Las;gmina wiejska;43831;WIELKOPOLSKIE;poznañski;gm.w. Suchy Las;302115
wielkopolskie;poznañski;gm.m-w. Swarzêdz;52206;25535;14788;28,3;:;0;1054;6767;9531;4367;3816;wielkopolskie;poznañski;gm.m-w. Swarzêdz;30;21;16;3;Swarzêdz;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;poznañski;gm.m-w. Swarzêdz;302116
wielkopolskie;poznañski;gm.w. Tarnowo Podgórne;28908;15098;9042;31,3;:;0;765;4017;5613;2602;2101;wielkopolskie;poznañski;gm.w. Tarnowo Podgórne;30;21;17;2;Tarnowo Podgórne;gmina wiejska;43831;WIELKOPOLSKIE;poznañski;gm.w. Tarnowo Podgórne;302117
wielkopolskie;rawicki;gm.m-w. Bojanowo;8710;3061;1732;19,9;:;0;48;574;967;731;741;wielkopolskie;rawicki;gm.m-w. Bojanowo;30;22;1;3;Bojanowo;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;rawicki;gm.m-w. Bojanowo;302201
wielkopolskie;rawicki;gm.m-w. Jutrosin;7044;2070;1186;16,8;:;0;40;357;706;452;515;wielkopolskie;rawicki;gm.m-w. Jutrosin;30;22;2;3;Jutrosin;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;rawicki;gm.m-w. Jutrosin;302202
wielkopolskie;rawicki;gm.m-w. Miejska Górka;9233;3174;1789;19,4;:;0;47;524;1068;772;763;wielkopolskie;rawicki;gm.m-w. Miejska Górka;30;22;3;3;Miejska Górka;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;rawicki;gm.m-w. Miejska Górka;302203
wielkopolskie;rawicki;gm.w. Pakos³aw;4902;1496;952;19,4;:;0;25;299;442;382;348;wielkopolskie;rawicki;gm.w. Pakos³aw;30;22;4;2;Pakos³aw;gmina wiejska;43831;WIELKOPOLSKIE;rawicki;gm.w. Pakos³aw;302204
wielkopolskie;rawicki;gm.m-w. Rawicz;30299;12603;7582;25;:;0;259;2511;4350;2737;2746;wielkopolskie;rawicki;gm.m-w. Rawicz;30;22;5;3;Rawicz;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;rawicki;gm.m-w. Rawicz;302205
wielkopolskie;s³upecki;m. S³upca;13564;6280;3733;27,5;:;1;131;1162;1932;1538;1516;wielkopolskie;s³upecki;m. S³upca;30;23;1;1;S³upca;gmina miejska;43831;WIELKOPOLSKIE;s³upecki;m. S³upca;302301
wielkopolskie;s³upecki;gm.w. L¹dek;5750;2108;1087;18,9;:;0;36;406;681;516;469;wielkopolskie;s³upecki;gm.w. L¹dek;30;23;2;2;L¹dek;gmina wiejska;43831;WIELKOPOLSKIE;s³upecki;gm.w. L¹dek;302302
wielkopolskie;s³upecki;gm.w. Orchowo;3800;1387;758;19,9;:;0;21;244;450;345;327;wielkopolskie;s³upecki;gm.w. Orchowo;30;23;3;2;Orchowo;gmina wiejska;43831;WIELKOPOLSKIE;s³upecki;gm.w. Orchowo;302303
wielkopolskie;s³upecki;gm.w. Ostrowite;5054;1993;1357;26,9;:;0;35;399;689;453;417;wielkopolskie;s³upecki;gm.w. Ostrowite;30;23;4;2;Ostrowite;gmina wiejska;43831;WIELKOPOLSKIE;s³upecki;gm.w. Ostrowite;302304
wielkopolskie;s³upecki;gm.w. Powidz;2320;854;455;19,6;:;0;13;166;297;180;198;wielkopolskie;s³upecki;gm.w. Powidz;30;23;5;2;Powidz;gmina wiejska;43831;WIELKOPOLSKIE;s³upecki;gm.w. Powidz;302305
wielkopolskie;s³upecki;gm.w. S³upca;9313;3243;1679;18;:;0;70;671;1204;653;645;wielkopolskie;s³upecki;gm.w. S³upca;30;23;6;2;S³upca;gmina wiejska;43831;WIELKOPOLSKIE;s³upecki;gm.w. S³upca;302306
wielkopolskie;s³upecki;gm.w. Strza³kowo;10280;3844;2061;20;:;0;77;836;1375;792;764;wielkopolskie;s³upecki;gm.w. Strza³kowo;30;23;7;2;Strza³kowo;gmina wiejska;43831;WIELKOPOLSKIE;s³upecki;gm.w. Strza³kowo;302307
wielkopolskie;s³upecki;gm.m-w. Zagórów;8878;2882;1484;16,7;:;0;55;567;952;667;641;wielkopolskie;s³upecki;gm.m-w. Zagórów;30;23;8;3;Zagórów;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;s³upecki;gm.m-w. Zagórów;302308
wielkopolskie;szamotulski;m. Obrzycko;2385;1048;572;24;:;0;41;240;352;209;206;wielkopolskie;szamotulski;m. Obrzycko;30;24;1;1;Obrzycko;gmina miejska;43831;WIELKOPOLSKIE;szamotulski;m. Obrzycko;302401
wielkopolskie;szamotulski;gm.w. Duszniki;9179;3538;1763;19,2;:;0;119;833;1247;723;616;wielkopolskie;szamotulski;gm.w. Duszniki;30;24;2;2;Duszniki;gmina wiejska;43831;WIELKOPOLSKIE;szamotulski;gm.w. Duszniki;302402
wielkopolskie;szamotulski;gm.w. KaŸmierz;8840;4022;2274;25,7;:;0;161;1041;1491;736;593;wielkopolskie;szamotulski;gm.w. KaŸmierz;30;24;3;2;KaŸmierz;gmina wiejska;43831;WIELKOPOLSKIE;szamotulski;gm.w. KaŸmierz;302403
wielkopolskie;szamotulski;gm.w. Obrzycko;4498;1560;730;16,2;:;0;58;381;482;343;296;wielkopolskie;szamotulski;gm.w. Obrzycko;30;24;4;2;Obrzycko;gmina wiejska;43831;WIELKOPOLSKIE;szamotulski;gm.w. Obrzycko;302404
wielkopolskie;szamotulski;gm.m-w. Ostroróg;4931;2221;1121;22,7;:;0;66;526;744;471;414;wielkopolskie;szamotulski;gm.m-w. Ostroróg;30;24;5;3;Ostroróg;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;szamotulski;gm.m-w. Ostroróg;302405
wielkopolskie;szamotulski;gm.m-w. Pniewy;12643;5008;2428;19,2;:;0;142;1112;1769;1104;881;wielkopolskie;szamotulski;gm.m-w. Pniewy;30;24;6;3;Pniewy;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;szamotulski;gm.m-w. Pniewy;302406
wielkopolskie;szamotulski;gm.m-w. Szamotu³y;30188;14670;7866;26,1;:;0;507;3536;5044;2934;2649;wielkopolskie;szamotulski;gm.m-w. Szamotu³y;30;24;7;3;Szamotu³y;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;szamotulski;gm.m-w. Szamotu³y;302407
wielkopolskie;szamotulski;gm.m-w. Wronki;19081;9634;4898;25,7;:;0;273;2430;3229;1896;1806;wielkopolskie;szamotulski;gm.m-w. Wronki;30;24;8;3;Wronki;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;szamotulski;gm.m-w. Wronki;302408
wielkopolskie;œredzki;gm.w. Dominowo;3180;1249;612;19,2;:;0;28;312;441;277;191;wielkopolskie;œredzki;gm.w. Dominowo;30;25;1;2;Dominowo;gmina wiejska;43831;WIELKOPOLSKIE;œredzki;gm.w. Dominowo;302501
wielkopolskie;œredzki;gm.w. Krzykosy;7163;2496;1272;17,8;:;0;48;543;857;558;490;wielkopolskie;œredzki;gm.w. Krzykosy;30;25;2;2;Krzykosy;gmina wiejska;43831;WIELKOPOLSKIE;œredzki;gm.w. Krzykosy;302502
wielkopolskie;œredzki;gm.w. Nowe Miasto nad Wart;8984;3020;1550;17,3;:;0;60;669;1015;646;630;wielkopolskie;œredzki;gm.w. Nowe Miasto nad Wart;30;25;3;2;Nowe Miasto nad Wart¹;gmina wiejska;43831;WIELKOPOLSKIE;œredzki;gm.w. Nowe Miasto nad Wart¹;302503
wielkopolskie;œredzki;gm.m-w. Œroda Wielkopolska;32874;15043;8011;24,4;:;0;405;3708;5068;3075;2787;wielkopolskie;œredzki;gm.m-w. Œroda Wielkopolska;30;25;4;3;Œroda Wielkopolska;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;œredzki;gm.m-w. Œroda Wielkopolska;302504
wielkopolskie;œredzki;gm.w. Zaniemyœl;6948;2827;1499;21,6;:;0;73;635;1018;576;525;wielkopolskie;œredzki;gm.w. Zaniemyœl;30;25;5;2;Zaniemyœl;gmina wiejska;43831;WIELKOPOLSKIE;œredzki;gm.w. Zaniemyœl;302505
wielkopolskie;œremski;gm.w. Brodnica;4902;1717;898;18,3;:;0;45;415;605;358;294;wielkopolskie;œremski;gm.w. Brodnica;30;26;1;2;Brodnica;gmina wiejska;43831;WIELKOPOLSKIE;œremski;gm.w. Brodnica;302601
wielkopolskie;œremski;gm.m-w. Dolsk;5908;1835;1107;18,7;:;0;44;332;606;446;407;wielkopolskie;œremski;gm.m-w. Dolsk;30;26;2;3;Dolsk;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;œremski;gm.m-w. Dolsk;302602
wielkopolskie;œremski;gm.m-w. Ksi¹¿ Wielkopolski;8471;2384;1310;15,5;:;0;54;476;749;631;474;wielkopolskie;œremski;gm.m-w. Ksi¹¿ Wielkopolski;30;26;3;3;Ksi¹¿ Wielkopolski;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;œremski;gm.m-w. Ksi¹¿ Wielkopolski;302603
wielkopolskie;œremski;gm.m-w. Œrem;42211;16787;10224;24,2;:;0;430;3465;5692;3602;3598;wielkopolskie;œremski;gm.m-w. Œrem;30;26;4;3;Œrem;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;œremski;gm.m-w. Œrem;302604
wielkopolskie;turecki;m. Turek;26441;11223;6524;24,7;:;0;248;1903;3404;2701;2967;wielkopolskie;turecki;m. Turek;30;27;1;1;Turek;gmina miejska;43831;WIELKOPOLSKIE;turecki;m. Turek;302701
wielkopolskie;turecki;gm.w. Brudzew;5958;1713;890;14,9;:;0;29;314;560;374;436;wielkopolskie;turecki;gm.w. Brudzew;30;27;2;2;Brudzew;gmina wiejska;43831;WIELKOPOLSKIE;turecki;gm.w. Brudzew;302702
wielkopolskie;turecki;gm.m-w. Dobra;6067;1858;1014;16,7;:;0;33;328;584;453;460;wielkopolskie;turecki;gm.m-w. Dobra;30;27;3;3;Dobra;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;turecki;gm.m-w. Dobra;302703
wielkopolskie;turecki;gm.w. Kawêczyn;5187;1432;799;15,4;:;0;21;230;468;341;372;wielkopolskie;turecki;gm.w. Kawêczyn;30;27;4;2;Kawêczyn;gmina wiejska;43831;WIELKOPOLSKIE;turecki;gm.w. Kawêczyn;302704
wielkopolskie;turecki;gm.w. Malanów;6547;1531;845;12,9;:;0;34;283;477;342;395;wielkopolskie;turecki;gm.w. Malanów;30;27;5;2;Malanów;gmina wiejska;43831;WIELKOPOLSKIE;turecki;gm.w. Malanów;302705
wielkopolskie;turecki;gm.w. Przykona;4633;1221;688;14,9;:;0;18;239;372;265;327;wielkopolskie;turecki;gm.w. Przykona;30;27;6;2;Przykona;gmina wiejska;43831;WIELKOPOLSKIE;turecki;gm.w. Przykona;302706
wielkopolskie;turecki;gm.m-w. Tuliszków;10526;3280;1796;17,1;:;0;38;588;1076;847;731;wielkopolskie;turecki;gm.m-w. Tuliszków;30;27;7;3;Tuliszków;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;turecki;gm.m-w. Tuliszków;302707
wielkopolskie;turecki;gm.w. Turek;10152;2854;1405;13,8;:;0;68;601;1179;549;457;wielkopolskie;turecki;gm.w. Turek;30;27;8;2;Turek;gmina wiejska;43831;WIELKOPOLSKIE;turecki;gm.w. Turek;302708
wielkopolskie;turecki;gm.w. W³adys³awów;8088;2520;1470;18,2;:;0;38;514;881;571;516;wielkopolskie;turecki;gm.w. W³adys³awów;30;27;9;2;W³adys³awów;gmina wiejska;43831;WIELKOPOLSKIE;turecki;gm.w. W³adys³awów;302709
wielkopolskie;w¹growiecki;m. W¹growiec;25607;10771;6503;25,4;:;0;264;2176;3702;2342;2287;wielkopolskie;w¹growiecki;m. W¹growiec;30;28;1;1;W¹growiec;gmina miejska;43831;WIELKOPOLSKIE;w¹growiecki;m. W¹growiec;302801
wielkopolskie;w¹growiecki;gm.w. Damas³awek;5304;1865;953;18;:;0;46;409;572;474;364;wielkopolskie;w¹growiecki;gm.w. Damas³awek;30;28;2;2;Damas³awek;gmina wiejska;43831;WIELKOPOLSKIE;w¹growiecki;gm.w. Damas³awek;302802
wielkopolskie;w¹growiecki;gm.m-w. Go³añcz;8185;2686;1524;18,6;:;0;103;602;797;637;547;wielkopolskie;w¹growiecki;gm.m-w. Go³añcz;30;28;3;3;Go³añcz;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;w¹growiecki;gm.m-w. Go³añcz;302803
wielkopolskie;w¹growiecki;gm.w. Mieœcisko;5909;2017;1095;18,5;:;0;40;406;709;463;399;wielkopolskie;w¹growiecki;gm.w. Mieœcisko;30;28;4;2;Mieœcisko;gmina wiejska;43831;WIELKOPOLSKIE;w¹growiecki;gm.w. Mieœcisko;302804
wielkopolskie;w¹growiecki;gm.m-w. Skoki;9822;3541;1911;19,5;:;0;82;816;1214;845;584;wielkopolskie;w¹growiecki;gm.m-w. Skoki;30;28;5;3;Skoki;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;w¹growiecki;gm.m-w. Skoki;302805
wielkopolskie;w¹growiecki;gm.w. Wapno;2931;1145;655;22,3;:;0;26;239;358;291;231;wielkopolskie;w¹growiecki;gm.w. Wapno;30;28;6;2;Wapno;gmina wiejska;43831;WIELKOPOLSKIE;w¹growiecki;gm.w. Wapno;302806
wielkopolskie;w¹growiecki;gm.w. W¹growiec;12338;4050;2123;17,2;:;0;91;940;1443;873;703;wielkopolskie;w¹growiecki;gm.w. W¹growiec;30;28;7;2;W¹growiec;gmina wiejska;43831;WIELKOPOLSKIE;w¹growiecki;gm.w. W¹growiec;302807
wielkopolskie;wolsztyñski;gm.w. Przemêt;14147;4459;2456;17,4;:;0;100;866;1476;1036;981;wielkopolskie;wolsztyñski;gm.w. Przemêt;30;29;1;2;Przemêt;gmina wiejska;43831;WIELKOPOLSKIE;wolsztyñski;gm.w. Przemêt;302901
wielkopolskie;wolsztyñski;gm.w. Siedlec;12767;4287;2132;16,7;:;0;115;908;1558;922;784;wielkopolskie;wolsztyñski;gm.w. Siedlec;30;29;2;2;Siedlec;gmina wiejska;43831;WIELKOPOLSKIE;wolsztyñski;gm.w. Siedlec;302902
wielkopolskie;wolsztyñski;gm.m-w. Wolsztyn;30517;12999;7529;24,7;:;0;394;2875;4452;2592;2686;wielkopolskie;wolsztyñski;gm.m-w. Wolsztyn;30;29;3;3;Wolsztyn;gmina miejsko-wiejska;43831;WIELKOPOLSKIE;wolsztyñski;gm.m-w. Wolsztyn;302903
